Page,Order,Town_or_City,DHCD_ID,Project_Name,Address,Type,Total_SHI_Units,Affordability_Expires,Built_with_Comp_Permit,Subsidizing_Agency
254,10,Gloucester,10096,Gloucester HOR Program,Millett St,Rental,2,2031,NO,HUD
254,11,Gloucester,10097,Gloucester HOR Program,Mount Vernon St,Rental,1,2031,NO,NA
254,12,Gloucester,10098,Gloucester HOR Program,Washington St,Rental,1,2031,NO,HUD
254,13,Gloucester,10099,Gloucester HOR Program,Grove St,Rental,1,2031,NO,HUD
254,14,Gloucester,10100,Gloucester HOR Program,Goodwin Rd,Rental,1,2031,NO,HUD
255,1,Gloucester,10101,Gloucester HOR Program,East Main Street,Rental,1,2031,NO,HUD
255,2,Gloucester,10102,Gloucester HOR Program,Warner Rd,Rental,2,2031,NO,HUD
255,3,Gloucester,10103,Gloucester HOR Program,Millett St,Rental,2,2031,NO,HUD
255,4,Gloucester,10274,15 Pearl Street,15 Pearl Street,Rental,7,Perp,YES,DHCD
256,1,Goshen,4289,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
256,2,Goshen,6702,Hilltown CDC HOR Program,Old Goshen Road,Ownership,1,10/22/18,No,DHCD
256,3,Goshen,6710,Hilltown CDC HOR Program,Overlook Road,Ownership,1,11/10/18,No,DHCD
256,4,Goshen,6713,Hilltown CDC HOR Program,West Street,Ownership,1,7/21/18,No,DHCD
256,5,Goshen,6716,Hilltown CDC HOR Program,Spruce Corner Road,Ownership,1,8/14/18,No,DHCD
256,6,Goshen,6719,Hilltown CDC HOR Program,Spruce Corner Road,Ownership,1,9/18/18,No,DHCD
257,1,Gosnold,4290,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
258,1,Grafton,1210,Veteran's Circle,Veteran's Circle,Rental,16,Perp,No,DHCD
258,2,Grafton,1211,Forest Lane,Forest Lane,Rental,64,Perp,No,DHCD
258,3,Grafton,1212,Forest Lane,Forest Lane,Rental,24,Perp,Yes,DHCD
258,4,Grafton,1213,Pleasant Court,Maxwell Drive,Rental,40,Perp,No,DHCD
258,5,Grafton,1214,Forestview,Providence Rd/Forest Lane,Rental,20,Perp,Yes,DHCD
258,6,Grafton,1215,McHale Drive,McHale Drive,Rental,6,Perp,Yes,DHCD
258,7,Grafton,1216,Green Acre Estates,"13 Zgonis Dr./Main St, Providence Rd",Rental,48,2017*,No,"HUD, RHS"
258,8,Grafton,4010,Hilltop Farms,117 Milford Road (Alfalfa Drive),Ownership,64,perp,Yes,FHLBB
258,9,Grafton,4291,DDS Group Homes,Confidential,Rental,26,N/A,No,DDS
258,10,Grafton,9251,Providence Road Commons,Providence Road,Ownership,4,Perp,YES,DHCD
258,11,Grafton,9367,Craftsman Village,Ferry Street,Ownership,0,Perp,YES,DHCD
258,12,Grafton,9746,Peters Estates,Peters Way (off Pleasant Street)9,Ownership,2,Perp,YES,DHCD
258,13,Grafton,9747,Dendee Acres,Desrosiers Landing (61 Elmwood St),Ownership,2,Perp,NO,DHCD
259,1,Grafton,9784,Flint Pond Estates,Creeper Hill Road,Ownership,18,Perp,YES,DHCD
259,2,Grafton,9908,DMH Group Homes,Confidential,Rental,20,N/A,NO,DMH
259,3,Grafton,10064,High Point Estates/Adams Trust,"60, 70, & 72 Adams Road",Ownership,17,Perp,YES,FHLBB
260,1,Granby,1217,Phin Hills Manor,NA,Rental,56,Perp,No,DHCD
260,2,Granby,4292,DDS Group Homes,Confidential,Rental,9,N/A,No,DDS
260,3,Granby,9020,North St,North St,Rental,2,Perp,NO,DHCD
261,1,Granville,4293,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
262,1,Great Barrington,1223,Brookside Manor,909 Main Street,Rental,32,Perp,No,DHCD
262,2,Great Barrington,1224,Flagrock Village,2 Bernard Gibbons Drive,Rental,32,Perp,Yes,DHCD
262,3,Great Barrington,1225,Flagrock Village,Bernard Gibbons Drive,Rental,8,Perp,Yes,DHCD
262,4,Great Barrington,1226,Flagrock Village,Bernard Gibbons Drive,Rental,16,Perp,Yes,DHCD
262,5,Great Barrington,1227,Bostwick Gardens,899 Main Street,Rental,29,2027,No,HUD
262,6,Great Barrington,1228,Christian Hill,Christian Hill Road,Rental,40,2109,No,"DHCD, MassHousing"
262,7,Great Barrington,4043,140 East Street,140 East Street,Rental,9,8/30/32,No,DHCD
262,8,Great Barrington,4044,Blue Hill Commons,Stanley Road,Ownership,24,Perp,Yes,FHLBB
262,9,Great Barrington,4294,DDS Group Homes,Confidential,Rental,50,N/A,No,DDS
262,10,Great Barrington,9409,Hillside Avenue Housing,16 Hillside Ave,Rental,10,Perp,YES,"MHP, DHCD"
262,11,Great Barrington,10118,100 Bridge Street,100 Bridge Street,Rental,45,Perp,YES,DHCD
262,12,Great Barrington,10134,Forest Springs,816 State Road,Rental,11,Perp,YES,DHCD
264,1,Greenfield,1230,Oak Court Family Housing,Oak Court,Rental,72,Perp,No,DHCD
264,2,Greenfield,1231,Elm Terrace,1 Elm Street,Rental,68,Perp,No,DHCD
264,3,Greenfield,1232,Elm Terrace,1 Elm Street,Rental,40,Perp,No,DHCD
264,4,Greenfield,1233,Morgan-Allen House,491 Main St.,Rental,20,Perp,No,DHCD
264,5,Greenfield,1234,n/a,George St.,Rental,8,Perp,No,DHCD
264,6,Greenfield,1235,n/a,scattered sites,Rental,8,Perp,No,DHCD
264,7,Greenfield,1236,n/a,scattered sites,Rental,4,Perp,No,DHCD
264,8,Greenfield,1237,Family Housing,scattered sites,Rental,14,Perp,No,DHCD
264,9,Greenfield,1238,Sullivan Lane Apts,Sullivan Lane,Rental,10,Perp,No,DHCD
264,10,Greenfield,1239,Briar Knoll,Deerfield St.,Ownership,22,Perp,No,DHCD
264,11,Greenfield,1240,Briar Knoll Family Housing,Briarway,Ownership,4,Perp,No,"DHCD, DHCD"
264,12,Greenfield,1243,Greenfield Acres,10 Congress Street,Rental,94,2028,No,MassHousing
264,13,Greenfield,1244,"Greenfield Estates Mobile Home, Park",Adams Road,Rental,66,2027,No,MHP
265,1,Greenfield,1245,Greenfield Gardens,2 Riverside Drive,Rental,202,Perp,No,"DHCD, DHCD, HUD"
265,2,Greenfield,1247,Greenfield Neighborhood Homes,65 Cleveland St.,Rental,4,2028,No,DHCD
265,3,Greenfield,1248,Greenfield Rehab FTHB,scattered sites,Ownership,14,Perp,No,DHCD
265,4,Greenfield,1249,Greenfield Scattered Site,Shattuck/Water/Grinnell/M,Rental,15,2027,No,DHCD
265,5,Greenfield,1250,Hastings Street,62 Hastings Street,Rental,4,2038,No,"EOHHS, HUD"
265,6,Greenfield,1251,Leyden Woods,"Aster, Bayberry, Heather, Juniper Cts;other Courts",Rental,200,Perp,No,"DHCD, HUD, DHCD, FHLBB"
265,7,Greenfield,1252,Mill House,75 Wells St.,Rental,103,Perp,No,DHCD
265,8,Greenfield,1253,Plain Road,383-401 Plain Road,Ownership,6,Perp,No,DHCD
265,9,Greenfield,1254,Weldon House,54 High St.,Rental,105,3/31/24,No,HUD
266,1,Greenfield,4295,DDS Group Homes,Confidential,Rental,31,N/A,No,DDS
266,2,Greenfield,4562,DMH Group Homes,Confidential,Rental,24,N/A,No,DMH
266,3,Greenfield,9552,Wisdom Way Solar Village,Solar Way,Mix,13,2039,NO,"DHCD, HUD"
266,4,Greenfield,9913,"Pioneer Valley Habitat for, Humanity-Montague City Road",Montague City Road,Ownership,1,Perp,NO,DHCD
266,5,Greenfield,10119,Greenfield HOR Program,Deerfield Street,Rental,4,2031,NO,DHCD
267,1,Groton,1256,n/a,19 Lowell Road,Rental,20,Perp,Yes,DHCD
267,2,Groton,1257,n/a,29 Lowell Road,Rental,5,Perp,Yes,DHCD
267,3,Groton,1258,Brookfield Commons,Brookfield Road,Rental,2,Perp,Yes,"DHCD, DHCD"
267,4,Groton,1259,Brookfield Commons,Brookfield Road,Ownership,8,2029,Yes,DHCD
267,5,Groton,1260,Groton Commons,74 Willowdale Rd.,Rental,34,2031,Yes,"HUD, HUD"
267,6,Groton,1261,Winthrop Place,Main Street,Rental,24,6/1/44,Yes,RHS
267,7,Groton,1262,Nashua Road,Nashua Road,Ownership,2,perp,No,DHCD
267,8,Groton,4091,Rivercourt Residences,8 West Main St (W. Groton),Rental,78,2040,No,MassDevelopment
267,9,Groton,4296,DDS Group Homes,Confidential,Rental,5,N/A,No,DDS
267,10,Groton,6108,Fawn Terrace,Fawn Terrace,Ownership,1,2054,No,DHCD
267,11,Groton,6723,Groton Residential Gardens,Mill and Main Street,Ownership,11,perp,Yes,MassHousing
267,12,Groton,7801,Squannacook Hill,Townsend Rd,Ownership,5,perp,YES,MassHousing
268,1,Groton,8654,Sandy Pond Road,"34, 36, 38 Sandy Pond Rd",Rental,9,2036,NO,"MHP, DHCD"
268,2,Groton,8804,Lowell Road,Lowell Road,Ownership,1,perp,NO,LIP
268,3,Groton,9432,698 Townsend Road,698 Townsend Road,Ownership,2,Perp,NO,DHCD
268,4,Groton,9433,Academy Hill,"Rose Crest Way, Lilac Circle",Ownership,8,Perp,NO,DHCD
268,5,Groton,9555,Longfellow Place,Longfellow Road,Ownership,2,Perp,NO,DHCD
268,6,Groton,10053,Boynton Meadows,134 Main Street,Ownership,2,Perp,NO,DHCD
268,7,Groton,10241,Reedy Meadow Estates,4 Olivia Way,Ownership,2,Perp,NO,DHCD
269,1,Groveland,1263,River Pines Turnkey,NA,Rental,58,Perp,No,HUD
269,2,Groveland,1264,n/a,Gardner St/Cannon Hill Rd,Rental,3,Perp,No,DHCD
269,3,Groveland,4298,DDS Group Homes,Confidential,Rental,5,N/A,No,DDS
269,4,Groveland,6818,Groveland Commons,179 Main Street (aka Groveland Commons Way),Ownership,11,2102,Yes,FHLBB
269,5,Groveland,7166,Johnson Pond,off Washington Street,Ownership,0,perp,Yes,MassHousing
269,6,Groveland,7685,Savory Woods,94 Main Street,Ownership,3,perp,YES,FHLBB
270,1,Hadley,1265,n/a,Burke Way,Rental,12,Perp,No,DHCD
270,2,Hadley,1266,Golden Court Apts,42 Golden Court,Rental,40,Perp,No,DHCD
270,3,Hadley,1267,Mountain View Apts,Campus Plaza Rd,Rental,25,4/28/23,No,RHS
270,4,Hadley,1268,Windfields Senior Estates,Route 9 Russell St,Rental,80,Perp,Yes,"DHCD, DHCD, MHP"
270,5,Hadley,1269,Windfields Family Estates,Route 9 Russell St,Rental,80,2032,Yes,"DHCD, DHCD, DHCD"
270,6,Hadley,4299,DDS Group Homes,Confidential,Rental,27,N/A,No,DDS
270,7,Hadley,4563,DMH Group Homes,Confidential,Rental,0,N/A,No,DMH
271,1,Halifax,1270,n/a,1 Parsons Lane,Rental,20,Perp,No,DHCD
271,2,Halifax,1271,n/a,Monponsett St.,Rental,4,Perp,No,DHCD
271,3,Halifax,1272,n/a,11th Avenue; Holmes/Chestnut,Rental,4,Perp,No,DHCD
271,4,Halifax,4300,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
272,1,Hamilton,1273,n/a,Railroad & Rust St.,Rental,40,Perp,No,DHCD
272,2,Hamilton,1274,n/a,121 Railroad Ave.,Rental,12,Perp,No,DHCD
272,3,Hamilton,1275,n/a,117 Railroad Ave.,Rental,8,Perp,No,DHCD
272,4,Hamilton,1276,n/a,31 Union St.,Rental,3,Perp,No,DHCD
272,5,Hamilton,1277,Asbury Woods,309 Asbury Street,Ownership,6,2021,No,DHCD
272,6,Hamilton,4301,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
272,7,Hamilton,6355,Union Square,Central & Harris Avenue,Rental,4,perp,Yes,DHCD
272,8,Hamilton,7594,DMH Group Homes,Confidential,Rental,7,n/a,No,DMH
272,9,Hamilton,8744,Carriage House Junction,602-606 Essex St,Ownership,0,perp,YES,"MassHousing, MassHousing"
272,10,Hamilton,9941,Firehouse Place,69 Willow Street,Rental,4,Perp,YES,"DHCD, MassHousing"
273,1,Hampden,1278,Centennial Commons,Springmeadow Lane,Rental,56,Perp,No,DHCD
273,2,Hampden,4302,DDS Group Homes,Confidential,Rental,4,N/A,No,DDS
274,1,Hancock,4303,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
275,1,Hanover,1279,Cushing Residence Inc.,1 Elmwood Farm Dr.,Rental,150,2045,No,HUD
275,2,Hanover,1281,Hanover Legion Elderly Housing,Spring St. (or Legion Dr),Rental,60,2021,No,HUD
275,3,Hanover,1282,Hanover Woods,65 Frank's Lane,Rental,60,perp,Yes,"DHCD, DHCD"
275,4,Hanover,3721,Washington Crossing Apartments,511 Washington Street,Rental,74,Perp,Yes,MassHousing
275,5,Hanover,4304,DDS Group Homes,Confidential,Rental,49,N/A,No,DDS
275,6,Hanover,9191,Barstow Village,Off Spring St and Legion Dr,Rental,66,Perp,YES,DHCD
275,7,Hanover,9276,Walnut St,Walnut St,Ownership,1,Perp,NO,DHCD
275,8,Hanover,9872,Webster Village,295 Webster Street,Rental,76,Perpetuity,YES,MassHousing
275,9,Hanover,9873,Center Street,Center Street,Ownership,2,Perpetuity,NO,DHCD
275,10,Hanover,10107,369 Washington St,369 Washington St,Rental,37,Perp,YES,MassHousing
276,1,Hanson,1283,L.Z. Thomas School Housing,533 Main Street,Rental,6,Perp,No,HUD
276,2,Hanson,1284,n/a,Meetinghouse Lane,Rental,68,Perp,No,DHCD
276,3,Hanson,1285,n/a,132 Woodbine Ave.,Rental,8,Perp,Yes,DHCD
276,4,Hanson,1286,Hanson Country Manor,748 Whitman St,Rental,19,2020,No,MHP
276,5,Hanson,1287,Hanson Group Home,53 W. Washington St.,Rental,8,2032,Yes,"HUD, DHCD"
276,6,Hanson,1288,Nina Drive,9 Nina Drive,Rental,4,2020,No,"EOHHS, MHP"
276,7,Hanson,3722,Dunham Farms,902 Main Street,Ownership,9,Perp,Yes,FHLBB
276,8,Hanson,4305,DDS Group Homes,Confidential,Rental,19,N/A,No,DDS
276,9,Hanson,4564,DMH Group Homes,Confidential,Rental,16,N/A,No,DMH
276,10,Hanson,4656,Depot Village,Phillips Street,Rental,0,Perp,Yes,FHLBB
277,1,Hardwick,4306,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
277,2,Hardwick,5680,Hardwick HOR Program,Hardwick Road,Ownership,0,ex,No,DHCD
277,3,Hardwick,5688,Hardwick HOR Program,Hardwick Road,Ownership,1,10/31/17,No,DHCD
277,4,Hardwick,5689,Hardwick HOR Program,Petersham Road,Ownership,1,10/31/17,No,DHCD
277,5,Hardwick,5690,Hardwick HOR Program,Petersham Road,Ownership,1,7/29/18,No,DHCD
277,6,Hardwick,5691,Hardwick HOR Program,Hardwick Road,Ownership,1,8/29/18,No,DHCD
277,7,Hardwick,8044,Hardwick HOR Program,Barre Rd,Ownership,1,7/6/21,NO,DHCD
277,8,Hardwick,8045,Hardwick HOR Program,Barre Rd,Ownership,1,4/5/20,NO,DHCD
277,9,Hardwick,8046,Hardwick HOR Program,Barre Rd,Ownership,1,11/24/19,NO,DHCD
277,10,Hardwick,8047,Hardwick HOR Program,Prouty Rd,Ownership,1,1/2/21,NO,DHCD
278,1,Harvard,1297,The Elms,105 Stow Rd,Rental,9,2047,No,DHCD
278,2,Harvard,1298,"Harvard Elderly/Foxglove, Apartments",253;453 Ayer Road,Rental,24,2042,Yes,"DHCD, RHS"
278,3,Harvard,3723,Harvard Green,Lancaster Count Road,Ownership,8,perp,Yes,DHCD
278,4,Harvard,4307,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
278,5,Harvard,6109,Estates at Harvard Hills,Walnut St & Elm Road (at Devens),Ownership,13,perp,Yes,DHCD
278,6,Harvard,7673,Harvard HOR Program,Ayer Road,Ownership,1,5/26/20,NO,DHCD
278,7,Harvard,7674,Harvard HOR Program,Old Mill Road,Ownership,1,6/7/20,NO,DHCD
278,8,Harvard,7675,Harvard HOR Program,Withington Lane,Ownership,1,7/13/20,NO,DHCD
278,9,Harvard,7676,Harvard HOR Program,Littleton Road,Ownership,1,11/10/20,NO,DHCD
278,10,Harvard,7683,Trail Ridge at Harvard,Littleton County Road,Ownership,9,perp,YES,FHLBB
278,11,Harvard,7705,Harvard HOR Program,Massachusetts Avenue,Ownership,1,3/3/21,NO,DHCD
278,12,Harvard,9246,Harvard Common Condominiums,15 Littleton Rd,Ownership,3,Perp,YES,DHCD
278,13,Harvard,9329,Bowers Brook,196 Ayer Road,Rental,42,2041,NO,DHCD
280,1,Harwich,1299,n/a,66 Depot Rd,Rental,8,Perp,No,DHCD
280,2,Harwich,1300,Long Pond/Headwaters,111 Long Pond/127 Headwaters Dr.,Rental,12,Perp,Yes,DHCD
280,3,Harwich,1301,Cedardale Road,Cedardale Road,Ownership,1,Perp,No,DHCD
280,4,Harwich,1305,Pine Oaks Village,61 John Nelson Way,Rental,60,2029*,No,"HUD, RHS"
280,5,Harwich,1306,Pine Oaks Village II,61 John Nelson Way,Rental,38,2019*,No,"HUD, RHS"
280,6,Harwich,1307,Pine Oaks Village III,Oak Street,Rental,65,2042,Yes,"HUD, DHCD"
280,7,Harwich,1308,Queen Anne's Court,96 Queen Anne Rd,Ownership,24,2030,Yes,DHCD
280,8,Harwich,3724,Community Way,2-8 Community Way,Ownership,7,2043,No,DHCD
280,9,Harwich,4092,333 Route 28,333 Route 28,Rental,11,2023,Yes,FHLBB
280,10,Harwich,4614,DMH Group Homes,Confidential,Rental,8,N/A,No,DMH
280,11,Harwich,6258,CCC HOR Program,Pleasant Park Road,Ownership,1,2018*,No,DHCD
281,1,Harwich,6648,LCCCDC HOR Program FY 03,Clearwater Drive,Ownership,1,12/30/18,No,DHCD
281,2,Harwich,6649,LCCCDC HOR Program FY 03,Long Pond Drive,Ownership,1,2/12/19,No,DHCD
281,3,Harwich,6650,LCCCDC HOR Program FY 03,Herring Run Road,Ownership,1,3/25/19,No,DHCD
281,4,Harwich,6651,LCCCDC HOR Program FY 03,Queen Anne Road,Ownership,1,6/21/19,No,DHCD
281,5,Harwich,6652,LCCCDC HOR Program FY 03,Obed Brooks Road,Ownership,1,8/16/19,No,DHCD
281,6,Harwich,6653,LCCCDC HOR Program FY 03,Haromar Heath,Ownership,1,11/3/19,No,DHCD
281,7,Harwich,6654,LCCCDC HOR Program FY 02,Chatham Road,Ownership,1,8/15/17,No,DHCD
281,8,Harwich,6655,LCCCDC HOR Program FY 02,Grove Street,Ownership,1,5/13/18,No,DHCD
281,9,Harwich,6705,Harwich Ecumenical Council,Uncle Willis Lane (West Harwich),Rental,2,2039,No,HUD
281,10,Harwich,7587,DDS Group Homes,Confidential,Rental,18,N/A,No,DDS
281,11,Harwich,8748,Little Homesteads,836 Route 28,Rental,8,2045,NO,"MassHousing, DHCD"
281,12,Harwich,8749,Robert Lane,17 & 19 Robert Lane,Rental,4,2052,NO,"DHCD, HUD"
282,1,Harwich,9198,Gomes Way,Driftwood Lane/Gomes Way,Ownership,13,Perp,YES,HUD
282,2,Harwich,9233,"Harwich Housing Buy-Down, Program",Samuel's Path,Ownership,1,Perp,NO,DHCD
282,3,Harwich,9311,Thankful Chases Pathway,35 Main Street Extension,Rental,12,2110,YES,"DHCD, MHP"
282,4,Harwich,9313,HECH Sisson Road,113 Sisson Rd,Rental,13,Perp,YES,"MassHousing, MHP"
282,5,Harwich,9314,916 & 920 Route 28,916 & 920 Route 28,Rental,10,Perp,YES,"MassHousing, MHP"
282,6,Harwich,9354,"Harwich Housing Buy-Down, Program",Speak Way,Ownership,1,Perp,NO,DHCD
282,7,Harwich,9487,"Harwich Housing Buy-Down, Program",Stevens Way,Ownership,1,Perp,NO,DHCD
282,8,Harwich,9783,Habitat for Humanity-Oak Street,Oak Street,Ownership,7,Perp,YES,DHCD
282,9,Harwich,9991,"Harwich Housing Buy-Down, Program",Wendy's Way,Ownership,1,Perp,NO,DHCD
282,10,Harwich,9992,"Harwich Housing Buy-Down, Program",Old Post Road,Ownership,1,Perp,NO,DHCD
284,1,Hatfield,1309,Capawonk,2 School St.,Rental,44,Perp,No,DHCD
284,2,Hatfield,4308,DDS Group Homes,Confidential,Rental,3,N/A,No,DDS
284,3,Hatfield,9969,DMH Group Homes,Confidential,Rental,5,N/A,NO,DMH
285,1,Haverhill,1310,n/a,Mt. Vernon/Summer,Rental,36,Perp,No,DHCD
285,2,Haverhill,1311,n/a,Brook/Hilldale,Rental,68,Perp,No,DHCD
285,3,Haverhill,1312,n/a,25 Washington Square,Rental,6,Perp,No,DHCD
285,4,Haverhill,1313,n/a,S. Webster St.,Rental,52,Perp,No,DHCD
285,5,Haverhill,1314,n/a,762-808 Washington St,Rental,92,Perp,No,DHCD
285,6,Haverhill,1315,Kennedy Circle Apartments,Kennedy Circle,Rental,80,Perp,No,DHCD
285,7,Haverhill,1316,Washington Square Housing,25 Washington Sq.,Rental,72,Perp,No,DHCD
285,8,Haverhill,1317,n/a,16 Highland Ave.,Rental,6,Perp,No,DHCD
285,9,Haverhill,1318,n/a,South Warren St.,Rental,10,Perp,No,DHCD
285,10,Haverhill,1319,n/a,Scattered sites,Rental,24,Perp,No,DHCD
285,11,Haverhill,1320,AHEPA 39 Apts,40 Buttonwood Ave.,Rental,54,2036,No,HUD
285,12,Haverhill,1321,Bethany Homes,100 Water St.,Rental,150,2030*,No,"HUD, HUD"
285,13,Haverhill,1322,Bradford House,73 Lamoille Ave,Rental,5,2020,No,DHCD
286,1,Haverhill,1325,Columbia Park,449 Main Street,Rental,32,2036,No,"DHCD, HUD"
286,2,Haverhill,1326,Emerson Street Apts,112-116 Emerson Street,Rental,13,2022,No,"DHCD, EOHHS, HUD"
286,3,Haverhill,1327,Emmaus House I,105 Winter Street,Rental,6,9/25/31,No,"HUD, FHLBB, DHCD"
286,4,Haverhill,1328,Gilead House,100 Winter St.,NA,13,2023,No,DHCD
286,5,Haverhill,1329,Hadley West Apartments,515 Hadley West Drive,Rental,182,2020,Yes,HUD
286,6,Haverhill,1330,Haverhill Clubhouse,100 Locust Street,Rental,3,2029,No,"EOHHS, FHLBB"
286,7,Haverhill,1331,Housing Support I,Clinton Street,Rental,5,2026,No,EOHHS
286,8,Haverhill,1334,Jericho House Shelter/Safe Haven,127-135 How Street,Rental,15,2029,No,"DHCD, FHLBB"
287,1,Haverhill,1334,Jericho House Shelter/Safe Haven,127-135 How Street,Rental,15,2029,No,HUD
287,2,Haverhill,1335,Judson House,40 New Welcome St.,Rental,117,2035*,No,HUD
287,3,Haverhill,1337,Mission Towers,180 Water Street,Rental,117,Perp,No,"DHCD, MassHousing"
287,4,Haverhill,1338,Non-Profit HOME Rental,Scattered sites,Rental,20,2026 est,No,HUD
287,5,Haverhill,1340,Pathways Home,Confidential,Rental,18,Perp,No,FHLBB
287,6,Haverhill,1341,Presidential Gardens,"2-260 Presidential Dr., 1-139 Evergreen Drive",Rental,200,Perp,No,"HUD, HUD"
287,7,Haverhill,1344,The Phoenix,22 Phoenix Row,Rental,97,2020,No,HUD
287,8,Haverhill,1345,Veterans Mansion,65 Cedar St,Rental,21,2026,No,"DHCD, HUD"
287,9,Haverhill,1346,Oliver Garden,Oliver St,Ownership,5,Perp,No,DHCD
287,10,Haverhill,1347,Varnum Street,Varnum Street,Ownership,2,Perp,No,DHCD
287,11,Haverhill,1348,Temple Street,"Temple Street 20,24,26,28?",Ownership,4,Perp,No,DHCD
288,1,Haverhill,1349,Atlanta Street,Atlanta Street,Ownership,2,Perp,No,DHCD
288,2,Haverhill,1352,Meadowbrook Estates,"Christian Circle, Danielle Drive",Ownership,10,Perp,YES,"DHCD, DHCD"
288,3,Haverhill,1354,Griffin White,170 Main Street,Rental,22,2027,No,"FHLBB, HUD"
288,4,Haverhill,1356,Irenicon,55-57 Ninth Avenue,Rental,4,2020,No,HUD
288,5,Haverhill,1358,Stevens Bennett Home,337 Main Street,Rental,30,2026,No,"HUD, FHLBB"
288,6,Haverhill,1359,Veterans Campus,Beacon & Temple St,Rental,25,2031,No,FHLBB
288,7,Haverhill,1360,Victory Development,White Street,Ownership,4,2019,No,HUD
288,8,Haverhill,3773,Auburn Apartments,"White, Auburn & Portland Sts",Rental,30,perp,No,"DHCD, DHCD, MHP"
288,9,Haverhill,3817,Sylvan Hill,Forest/West Lowell Ave,Ownership,0,Perp,Yes,MassHousing
288,10,Haverhill,4309,DDS Group Homes,Confidential,Rental,63,N/A,No,DDS
289,1,Haverhill,4565,DMH Group Homes,Confidential,Rental,15,N/A,No,DMH
289,2,Haverhill,5387,Haverhill HOR Program,South Summer Street,Ownership,1,9/29/17,No,DHCD
289,3,Haverhill,7706,The Birches,off of Sterling Lane,Ownership,0,perp,YES,"FHLBB, MassHousing"
289,4,Haverhill,8661,The Cordovan at Haverhill Station,"16-18, 38-44 Walnut St",Rental,146,2036,YES,"DHCD, HUD, MassHousing"
289,5,Haverhill,9591,Hamel Mill Lofts,40 Locke Street,Rental,305,2040,NO,DHCD
289,6,Haverhill,9592,Hayes Building,14 Granite Street,Rental,57,2060,NO,"DHCD, HUD, MassHousing"
289,7,Haverhill,9596,81 Winter Street,81 Winter Street,Rental,52,2035,NO,"DHCD, HUD"
289,8,Haverhill,9626,Winter Street,165 Winter Street,Rental,12,Perp,YES,"DHCD, HUD"
290,1,Haverhill,9749,Welcome Home Apartments,"Reed St, Temple St, & Tremont St",Rental,27,Perp,YES,"DHCD, HUD"
290,2,Haverhill,9808,Evergreen Place,41 Welcome Street,Rental,21,2058,NO,"HUD, DHCD"
290,3,Haverhill,9811,Emerson Street,Emerson Street,Rental,2,2031*,NO,"HUD, DHCD"
290,4,Haverhill,9812,Applewood Apartments,9 Orchard Street,Rental,4,2036,NO,"DHCD, HUD"
290,5,Haverhill,9923,"Veteran's Northeast Outreach, Center",3 Beacon Street,Rental,10,2034,NO,HUD
290,6,Haverhill,9972,Tenney Place,505 West Lowell Avenue,Rental,72,2066,YES,"DHCD, HUD"
290,7,Haverhill,9973,The Gerson Building Project,181-215 Washington Street,Rental,44,Perp,YES,"DHCD, HUD"
290,8,Haverhill,10166,Tenney Place Apartments II,505 West Lowell Ave,Rental,72,2067,NO,DHCD
291,1,Hawley,4310,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
292,1,Heath,4311,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
293,1,Hingham,1362,n/a,Thaxter St.,Rental,58,Perp,No,DHCD
293,2,Hingham,1363,n/a,30 Thaxter St.,Rental,26,Perp,Yes,DHCD
293,3,Hingham,1364,n/a,100 Beal St.,Rental,14,Perp,Yes,DHCD
293,4,Hingham,1365,n/a,30 Thaxter St.,Rental,8,Perp,Yes,DHCD
