state,county,candidate,party,votes,won
New Hampshire,Francestown, Write-ins,WRI,0,False
New Hampshire,Goffstown,Chris Sununu,REP,7284,True
New Hampshire,Goffstown,Dan Feltes,DEM,2714,False
New Hampshire,Goffstown,Darryl Perry,LIB,123,False
New Hampshire,Goffstown, Write-ins,WRI,0,False
New Hampshire,Greenfield,Chris Sununu,REP,636,True
New Hampshire,Greenfield,Dan Feltes,DEM,357,False
New Hampshire,Greenfield,Darryl Perry,LIB,8,False
New Hampshire,Greenfield, Write-ins,WRI,0,False
New Hampshire,Greenville,Chris Sununu,REP,721,True
New Hampshire,Greenville,Dan Feltes,DEM,305,False
New Hampshire,Greenville,Darryl Perry,LIB,25,False
New Hampshire,Greenville, Write-ins,WRI,0,False
New Hampshire,Hancock,Dan Feltes,DEM,658,True
New Hampshire,Hancock,Chris Sununu,REP,605,False
New Hampshire,Hancock,Darryl Perry,LIB,13,False
New Hampshire,Hancock, Write-ins,WRI,0,False
New Hampshire,Hillsborough,Chris Sununu,REP,2214,True
New Hampshire,Hillsborough,Dan Feltes,DEM,955,False
New Hampshire,Hillsborough,Darryl Perry,LIB,61,False
New Hampshire,Hillsborough, Write-ins,WRI,0,False
New Hampshire,Hollis,Chris Sununu,REP,3582,True
New Hampshire,Hollis,Dan Feltes,DEM,2005,False
New Hampshire,Hollis,Darryl Perry,LIB,56,False
New Hampshire,Hollis, Write-ins,WRI,0,False
New Hampshire,Hudson,Chris Sununu,REP,10546,True
New Hampshire,Hudson,Dan Feltes,DEM,3726,False
New Hampshire,Hudson,Darryl Perry,LIB,175,False
New Hampshire,Hudson, Write-ins,WRI,7,False
New Hampshire,Litchfield,Chris Sununu,REP,4064,True
New Hampshire,Litchfield,Dan Feltes,DEM,1210,False
New Hampshire,Litchfield,Darryl Perry,LIB,72,False
New Hampshire,Litchfield, Write-ins,WRI,0,False
New Hampshire,Lyndeborough,Chris Sununu,REP,742,True
New Hampshire,Lyndeborough,Dan Feltes,DEM,370,False
New Hampshire,Lyndeborough,Darryl Perry,LIB,21,False
New Hampshire,Lyndeborough, Write-ins,WRI,0,False
New Hampshire,Manchester,Chris Sununu,REP,32454,True
New Hampshire,Manchester,Dan Feltes,DEM,16609,False
New Hampshire,Manchester,Darryl Perry,LIB,1040,False
New Hampshire,Manchester, Write-ins,WRI,0,False
New Hampshire,Mason,Chris Sununu,REP,672,True
New Hampshire,Mason,Dan Feltes,DEM,253,False
New Hampshire,Mason,Darryl Perry,LIB,23,False
New Hampshire,Mason, Write-ins,WRI,1,False
New Hampshire,Merrimack,Chris Sununu,REP,11474,True
New Hampshire,Merrimack,Dan Feltes,DEM,4835,False
New Hampshire,Merrimack,Darryl Perry,LIB,263,False
New Hampshire,Merrimack, Write-ins,WRI,0,False
New Hampshire,Milford,Chris Sununu,REP,6121,True
New Hampshire,Milford,Dan Feltes,DEM,2609,False
New Hampshire,Milford,Darryl Perry,LIB,149,False
New Hampshire,Milford, Write-ins,WRI,0,False
New Hampshire,Mont Vernon,Chris Sununu,REP,1062,True
New Hampshire,Mont Vernon,Dan Feltes,DEM,673,False
New Hampshire,Mont Vernon,Darryl Perry,LIB,21,False
New Hampshire,Mont Vernon, Write-ins,WRI,0,False
New Hampshire,Nashua,Chris Sununu,REP,26741,True
New Hampshire,Nashua,Dan Feltes,DEM,17056,False
New Hampshire,Nashua,Darryl Perry,LIB,735,False
New Hampshire,Nashua, Write-ins,WRI,0,False
New Hampshire,New Boston,Chris Sununu,REP,2737,True
New Hampshire,New Boston,Dan Feltes,DEM,1102,False
New Hampshire,New Boston,Darryl Perry,LIB,44,False
New Hampshire,New Boston, Write-ins,WRI,4,False
New Hampshire,New Ipswich,Chris Sununu,REP,2479,True
New Hampshire,New Ipswich,Dan Feltes,DEM,586,False
New Hampshire,New Ipswich,Darryl Perry,LIB,50,False
New Hampshire,New Ipswich, Write-ins,WRI,0,False
New Hampshire,Pelham,Chris Sununu,REP,6609,True
New Hampshire,Pelham,Dan Feltes,DEM,2020,False
New Hampshire,Pelham,Darryl Perry,LIB,124,False
New Hampshire,Pelham, Write-ins,WRI,0,False
New Hampshire,Peterborough,Dan Feltes,DEM,2355,True
New Hampshire,Peterborough,Chris Sununu,REP,1906,False
New Hampshire,Peterborough,Darryl Perry,LIB,55,False
New Hampshire,Peterborough, Write-ins,WRI,0,False
New Hampshire,Sharon,Chris Sununu,REP,161,True
New Hampshire,Sharon,Dan Feltes,DEM,107,False
New Hampshire,Sharon,Darryl Perry,LIB,4,False
New Hampshire,Sharon, Write-ins,WRI,0,False
New Hampshire,Temple,Chris Sununu,REP,574,True
New Hampshire,Temple,Dan Feltes,DEM,360,False
New Hampshire,Temple,Darryl Perry,LIB,12,False
New Hampshire,Temple, Write-ins,WRI,0,False
New Hampshire,Weare,Chris Sununu,REP,4174,True
New Hampshire,Weare,Dan Feltes,DEM,1248,False
New Hampshire,Weare,Darryl Perry,LIB,72,False
New Hampshire,Weare, Write-ins,WRI,2,False
New Hampshire,Wilton,Chris Sununu,REP,1528,True
New Hampshire,Wilton,Dan Feltes,DEM,881,False
New Hampshire,Wilton,Darryl Perry,LIB,37,False
New Hampshire,Wilton, Write-ins,WRI,0,False
New Hampshire,Windsor,Chris Sununu,REP,100,True
New Hampshire,Windsor,Dan Feltes,DEM,23,False
New Hampshire,Windsor,Darryl Perry,LIB,4,False
New Hampshire,Windsor, Write-ins,WRI,0,False
New Hampshire,Allenstown,Chris Sununu,REP,1674,True
New Hampshire,Allenstown,Dan Feltes,DEM,556,False
New Hampshire,Allenstown,Darryl Perry,LIB,40,False
New Hampshire,Allenstown, Write-ins,WRI,0,False
New Hampshire,Andover,Chris Sununu,REP,945,True
New Hampshire,Andover,Dan Feltes,DEM,623,False
New Hampshire,Andover,Darryl Perry,LIB,14,False
New Hampshire,Andover, Write-ins,WRI,5,False
New Hampshire,Boscawen,Chris Sununu,REP,1427,True
New Hampshire,Boscawen,Dan Feltes,DEM,557,False
New Hampshire,Boscawen,Darryl Perry,LIB,39,False
New Hampshire,Boscawen, Write-ins,WRI,0,False
New Hampshire,Bow,Chris Sununu,REP,3436,True
New Hampshire,Bow,Dan Feltes,DEM,2031,False
New Hampshire,Bow,Darryl Perry,LIB,39,False
New Hampshire,Bow, Write-ins,WRI,0,False
New Hampshire,Bradford,Chris Sununu,REP,674,True
New Hampshire,Bradford,Dan Feltes,DEM,363,False
New Hampshire,Bradford,Darryl Perry,LIB,21,False
New Hampshire,Bradford, Write-ins,WRI,3,False
New Hampshire,Canterbury,Chris Sununu,REP,993,True
New Hampshire,Canterbury,Dan Feltes,DEM,707,False
New Hampshire,Canterbury,Darryl Perry,LIB,27,False
New Hampshire,Canterbury, Write-ins,WRI,0,False
New Hampshire,Chichester,Chris Sununu,REP,1249,True
New Hampshire,Chichester,Dan Feltes,DEM,451,False
New Hampshire,Chichester,Darryl Perry,LIB,23,False
New Hampshire,Chichester, Write-ins,WRI,3,False
New Hampshire,Concord,Chris Sununu,REP,12245,True
New Hampshire,Concord,Dan Feltes,DEM,10972,False
New Hampshire,Concord,Darryl Perry,LIB,297,False
New Hampshire,Concord, Write-ins,WRI,7,False
New Hampshire,Danbury,Chris Sununu,REP,525,True
New Hampshire,Danbury,Dan Feltes,DEM,182,False
New Hampshire,Danbury,Darryl Perry,LIB,17,False
New Hampshire,Danbury, Write-ins,WRI,0,False
New Hampshire,Dunbarton,Chris Sununu,REP,1449,True
New Hampshire,Dunbarton,Dan Feltes,DEM,547,False
New Hampshire,Dunbarton,Darryl Perry,LIB,20,False
New Hampshire,Dunbarton, Write-ins,WRI,0,False
New Hampshire,Epsom,Chris Sununu,REP,2228,True
New Hampshire,Epsom,Dan Feltes,DEM,636,False
New Hampshire,Epsom,Darryl Perry,LIB,43,False
New Hampshire,Epsom, Write-ins,WRI,0,False
New Hampshire,Franklin,Chris Sununu,REP,2923,True
New Hampshire,Franklin,Dan Feltes,DEM,1104,False
New Hampshire,Franklin,Darryl Perry,LIB,52,False
New Hampshire,Franklin, Write-ins,WRI,10,False
New Hampshire,Henniker,Chris Sununu,REP,1596,True
New Hampshire,Henniker,Dan Feltes,DEM,1002,False
New Hampshire,Henniker,Darryl Perry,LIB,61,False
New Hampshire,Henniker, Write-ins,WRI,0,False
New Hampshire,Hill,Chris Sununu,REP,486,True
New Hampshire,Hill,Dan Feltes,DEM,133,False
New Hampshire,Hill,Darryl Perry,LIB,13,False
New Hampshire,Hill, Write-ins,WRI,1,False
New Hampshire,Hooksett,Chris Sununu,REP,6282,True
New Hampshire,Hooksett,Dan Feltes,DEM,2159,False
New Hampshire,Hooksett,Darryl Perry,LIB,86,False
New Hampshire,Hooksett, Write-ins,WRI,0,False
New Hampshire,Hopkinton,Chris Sununu,REP,2094,True
New Hampshire,Hopkinton,Dan Feltes,DEM,2026,False
New Hampshire,Hopkinton,Darryl Perry,LIB,38,False
New Hampshire,Hopkinton, Write-ins,WRI,0,False
New Hampshire,Loudon,Chris Sununu,REP,2763,True
New Hampshire,Loudon,Dan Feltes,DEM,890,False
New Hampshire,Loudon,Darryl Perry,LIB,61,False
New Hampshire,Loudon, Write-ins,WRI,6,False
New Hampshire,Newbury,Chris Sununu,REP,1087,True
New Hampshire,Newbury,Dan Feltes,DEM,543,False
New Hampshire,Newbury,Darryl Perry,LIB,17,False
New Hampshire,Newbury, Write-ins,WRI,0,False
New Hampshire,New London,Chris Sununu,REP,1710,True
New Hampshire,New London,Dan Feltes,DEM,1390,False
New Hampshire,New London,Darryl Perry,LIB,22,False
New Hampshire,New London, Write-ins,WRI,1,False
New Hampshire,Northfield,Chris Sununu,REP,1912,True
New Hampshire,Northfield,Dan Feltes,DEM,666,False
New Hampshire,Northfield,Darryl Perry,LIB,50,False
New Hampshire,Northfield, Write-ins,WRI,0,False
New Hampshire,Pembroke,Chris Sununu,REP,2948,True
New Hampshire,Pembroke,Dan Feltes,DEM,1302,False
New Hampshire,Pembroke,Darryl Perry,LIB,52,False
New Hampshire,Pembroke, Write-ins,WRI,0,False
New Hampshire,Pittsfield,Chris Sununu,REP,1588,True
New Hampshire,Pittsfield,Dan Feltes,DEM,455,False
New Hampshire,Pittsfield,Darryl Perry,LIB,36,False
New Hampshire,Pittsfield, Write-ins,WRI,0,False
New Hampshire,Salisbury,Chris Sununu,REP,656,True
New Hampshire,Salisbury,Dan Feltes,DEM,249,False
New Hampshire,Salisbury,Darryl Perry,LIB,14,False
New Hampshire,Salisbury, Write-ins,WRI,0,False
New Hampshire,Sutton,Chris Sununu,REP,815,True
New Hampshire,Sutton,Dan Feltes,DEM,520,False
New Hampshire,Sutton,Darryl Perry,LIB,16,False
New Hampshire,Sutton, Write-ins,WRI,0,False
New Hampshire,Warner,Chris Sununu,REP,1144,True
New Hampshire,Warner,Dan Feltes,DEM,760,False
New Hampshire,Warner,Darryl Perry,LIB,27,False
New Hampshire,Warner, Write-ins,WRI,0,False
New Hampshire,Webster,Chris Sununu,REP,861,True
New Hampshire,Webster,Dan Feltes,DEM,357,False
New Hampshire,Webster,Darryl Perry,LIB,10,False
New Hampshire,Webster, Write-ins,WRI,0,False
New Hampshire,Wilmot,Chris Sununu,REP,556,True
New Hampshire,Wilmot,Dan Feltes,DEM,391,False
New Hampshire,Wilmot,Darryl Perry,LIB,10,False
New Hampshire,Wilmot, Write-ins,WRI,0,False
New Hampshire,Atkinson,Chris Sununu,REP,3749,True
New Hampshire,Atkinson,Dan Feltes,DEM,1283,False
New Hampshire,Atkinson,Darryl Perry,LIB,45,False
New Hampshire,Atkinson, Write-ins,WRI,0,False
New Hampshire,Auburn,Chris Sununu,REP,3058,True
New Hampshire,Auburn,Dan Feltes,DEM,778,False
New Hampshire,Auburn,Darryl Perry,LIB,47,False
New Hampshire,Auburn, Write-ins,WRI,0,False
New Hampshire,Brentwood,Chris Sununu,REP,1945,True
New Hampshire,Brentwood,Dan Feltes,DEM,893,False
New Hampshire,Brentwood,Darryl Perry,LIB,32,False
New Hampshire,Brentwood, Write-ins,WRI,0,False
New Hampshire,Candia,Chris Sununu,REP,2143,True
New Hampshire,Candia,Dan Feltes,DEM,568,False
New Hampshire,Candia,Darryl Perry,LIB,48,False
New Hampshire,Candia, Write-ins,WRI,5,False
New Hampshire,Chester,Chris Sununu,REP,2562,True
New Hampshire,Chester,Dan Feltes,DEM,820,False
New Hampshire,Chester,Darryl Perry,LIB,43,False
New Hampshire,Chester, Write-ins,WRI,0,False
New Hampshire,Danville,Chris Sununu,REP,2106,True
New Hampshire,Danville,Dan Feltes,DEM,621,False
New Hampshire,Danville,Darryl Perry,LIB,56,False
New Hampshire,Danville, Write-ins,WRI,0,False
New Hampshire,Deerfield,Chris Sununu,REP,2338,True
New Hampshire,Deerfield,Dan Feltes,DEM,808,False
New Hampshire,Deerfield,Darryl Perry,LIB,47,False
New Hampshire,Deerfield, Write-ins,WRI,1,False
New Hampshire,Derry,Chris Sununu,REP,12519,True
New Hampshire,Derry,Dan Feltes,DEM,4967,False
New Hampshire,Derry,Darryl Perry,LIB,235,False
New Hampshire,Derry, Write-ins,WRI,0,False
New Hampshire,East Kingston,Chris Sununu,REP,1194,True
New Hampshire,East Kingston,Dan Feltes,DEM,449,False
New Hampshire,East Kingston,Darryl Perry,LIB,19,False
New Hampshire,East Kingston, Write-ins,WRI,0,False
New Hampshire,Epping,Chris Sununu,REP,3106,True
New Hampshire,Epping,Dan Feltes,DEM,1146,False
New Hampshire,Epping,Darryl Perry,LIB,54,False
New Hampshire,Epping, Write-ins,WRI,0,False
New Hampshire,Exeter,Chris Sununu,REP,5443,True
New Hampshire,Exeter,Dan Feltes,DEM,4660,False
New Hampshire,Exeter,Darryl Perry,LIB,109,False
New Hampshire,Exeter, Write-ins,WRI,3,False
New Hampshire,Fremont,Chris Sununu,REP,2154,True
New Hampshire,Fremont,Dan Feltes,DEM,635,False
New Hampshire,Fremont,Darryl Perry,LIB,37,False
New Hampshire,Fremont, Write-ins,WRI,0,False
New Hampshire,Greenland,Chris Sununu,REP,1855,True
New Hampshire,Greenland,Dan Feltes,DEM,1009,False
New Hampshire,Greenland,Darryl Perry,LIB,18,False
New Hampshire,Greenland, Write-ins,WRI,0,False
New Hampshire,Hampstead,Chris Sununu,REP,4361,True
New Hampshire,Hampstead,Dan Feltes,DEM,1403,False
New Hampshire,Hampstead,Darryl Perry,LIB,55,False
New Hampshire,Hampstead, Write-ins,WRI,10,False
New Hampshire,Hampton,Chris Sununu,REP,7674,True
New Hampshire,Hampton,Dan Feltes,DEM,3598,False
New Hampshire,Hampton,Darryl Perry,LIB,140,False
New Hampshire,Hampton, Write-ins,WRI,0,False
New Hampshire,Hampton Falls,Chris Sununu,REP,1206,True
New Hampshire,Hampton Falls,Dan Feltes,DEM,469,False
New Hampshire,Hampton Falls,Darryl Perry,LIB,15,False
New Hampshire,Hampton Falls, Write-ins,WRI,0,False
New Hampshire,Kensington,Chris Sununu,REP,1001,True
New Hampshire,Kensington,Dan Feltes,DEM,520,False
New Hampshire,Kensington,Darryl Perry,LIB,20,False
New Hampshire,Kensington, Write-ins,WRI,0,False
New Hampshire,Kingston,Chris Sununu,REP,2966,True
New Hampshire,Kingston,Dan Feltes,DEM,1054,False
New Hampshire,Kingston,Darryl Perry,LIB,40,False
New Hampshire,Kingston, Write-ins,WRI,4,False
New Hampshire,Londonderry,Chris Sununu,REP,11303,True
New Hampshire,Londonderry,Dan Feltes,DEM,4302,False
New Hampshire,Londonderry,Darryl Perry,LIB,152,False
New Hampshire,Londonderry, Write-ins,WRI,0,False
New Hampshire,New Castle,Chris Sununu,REP,508,True
New Hampshire,New Castle,Dan Feltes,DEM,402,False
New Hampshire,New Castle,Darryl Perry,LIB,7,False
New Hampshire,New Castle, Write-ins,WRI,1,False
New Hampshire,Newfields,Chris Sununu,REP,825,True
New Hampshire,Newfields,Dan Feltes,DEM,414,False
New Hampshire,Newfields,Darryl Perry,LIB,13,False
New Hampshire,Newfields, Write-ins,WRI,0,False
New Hampshire,Newington,Chris Sununu,REP,426,True
New Hampshire,Newington,Dan Feltes,DEM,204,False
New Hampshire,Newington,Darryl Perry,LIB,5,False
New Hampshire,Newington, Write-ins,WRI,0,False
New Hampshire,Newmarket,Chris Sununu,REP,3150,True
New Hampshire,Newmarket,Dan Feltes,DEM,2644,False
New Hampshire,Newmarket,Darryl Perry,LIB,108,False
New Hampshire,Newmarket, Write-ins,WRI,0,False
New Hampshire,Newton,Chris Sununu,REP,2123,True
New Hampshire,Newton,Dan Feltes,DEM,789,False
New Hampshire,Newton,Darryl Perry,LIB,52,False
New Hampshire,Newton, Write-ins,WRI,0,False
New Hampshire,North Hampton,Chris Sununu,REP,2250,True
New Hampshire,North Hampton,Dan Feltes,DEM,1158,False
New Hampshire,North Hampton,Darryl Perry,LIB,31,False
New Hampshire,North Hampton, Write-ins,WRI,1,False
New Hampshire,Northwood,Chris Sununu,REP,1967,True
New Hampshire,Northwood,Dan Feltes,DEM,807,False
New Hampshire,Northwood,Darryl Perry,LIB,46,False
New Hampshire,Northwood, Write-ins,WRI,9,False
New Hampshire,Nottingham,Chris Sununu,REP,2381,True
New Hampshire,Nottingham,Dan Feltes,DEM,1056,False
New Hampshire,Nottingham,Darryl Perry,LIB,52,False
New Hampshire,Nottingham, Write-ins,WRI,0,False
New Hampshire,Plaistow,Chris Sununu,REP,3162,True
New Hampshire,Plaistow,Dan Feltes,DEM,1296,False
New Hampshire,Plaistow,Darryl Perry,LIB,75,False
New Hampshire,Plaistow, Write-ins,WRI,4,False
New Hampshire,Portsmouth,Dan Feltes,DEM,7350,True
New Hampshire,Portsmouth,Chris Sununu,REP,6861,False
New Hampshire,Portsmouth,Darryl Perry,LIB,178,False
New Hampshire,Portsmouth, Write-ins,WRI,0,False
New Hampshire,Raymond,Chris Sununu,REP,4494,True
New Hampshire,Raymond,Dan Feltes,DEM,1328,False
New Hampshire,Raymond,Darryl Perry,LIB,83,False
New Hampshire,Raymond, Write-ins,WRI,0,False
New Hampshire,Rye,Chris Sununu,REP,2638,True
New Hampshire,Rye,Dan Feltes,DEM,1757,False
New Hampshire,Rye,Darryl Perry,LIB,28,False
New Hampshire,Rye, Write-ins,WRI,4,False
New Hampshire,Salem,Chris Sununu,REP,13202,True
New Hampshire,Salem,Dan Feltes,DEM,4289,False
New Hampshire,Salem,Darryl Perry,LIB,162,False
New Hampshire,Salem, Write-ins,WRI,0,False
New Hampshire,Sandown,Chris Sununu,REP,2919,True
New Hampshire,Sandown,Dan Feltes,DEM,967,False
New Hampshire,Sandown,Darryl Perry,LIB,67,False
New Hampshire,Sandown, Write-ins,WRI,0,False
New Hampshire,Seabrook,Chris Sununu,REP,3665,True
New Hampshire,Seabrook,Dan Feltes,DEM,1144,False
New Hampshire,Seabrook,Darryl Perry,LIB,77,False
New Hampshire,Seabrook, Write-ins,WRI,0,False
New Hampshire,South Hampton,Chris Sununu,REP,420,True
New Hampshire,South Hampton,Dan Feltes,DEM,215,False
New Hampshire,South Hampton,Darryl Perry,LIB,9,False
New Hampshire,South Hampton, Write-ins,WRI,0,False
New Hampshire,Stratham,Chris Sununu,REP,3377,True
New Hampshire,Stratham,Dan Feltes,DEM,2026,False
New Hampshire,Stratham,Darryl Perry,LIB,34,False
New Hampshire,Stratham, Write-ins,WRI,0,False
New Hampshire,Windham,Chris Sununu,REP,7241,True
New Hampshire,Windham,Dan Feltes,DEM,2403,False
New Hampshire,Windham,Darryl Perry,LIB,98,False
New Hampshire,Windham, Write-ins,WRI,0,False
New Hampshire,Barrington,Chris Sununu,REP,3964,True
New Hampshire,Barrington,Dan Feltes,DEM,1901,False
New Hampshire,Barrington,Darryl Perry,LIB,67,False
New Hampshire,Barrington, Write-ins,WRI,0,False
New Hampshire,Dover,Chris Sununu,REP,10214,True
New Hampshire,Dover,Dan Feltes,DEM,8411,False
New Hampshire,Dover,Darryl Perry,LIB,324,False
New Hampshire,Dover, Write-ins,WRI,43,False
New Hampshire,Durham,Dan Feltes,DEM,4332,True
New Hampshire,Durham,Chris Sununu,REP,3020,False
New Hampshire,Durham,Darryl Perry,LIB,143,False
New Hampshire,Durham, Write-ins,WRI,0,False
New Hampshire,Farmington,Chris Sununu,REP,2541,True
New Hampshire,Farmington,Dan Feltes,DEM,789,False
New Hampshire,Farmington,Darryl Perry,LIB,69,False
New Hampshire,Farmington, Write-ins,WRI,9,False
New Hampshire,Lee,Chris Sununu,REP,1579,True
New Hampshire,Lee,Dan Feltes,DEM,1325,False
New Hampshire,Lee,Darryl Perry,LIB,18,False
New Hampshire,Lee, Write-ins,WRI,0,False
New Hampshire,Madbury,Chris Sununu,REP,697,True
New Hampshire,Madbury,Dan Feltes,DEM,557,False
New Hampshire,Madbury,Darryl Perry,LIB,32,False
New Hampshire,Madbury, Write-ins,WRI,2,False
New Hampshire,Middleton,Chris Sununu,REP,815,True
New Hampshire,Middleton,Dan Feltes,DEM,210,False
New Hampshire,Middleton,Darryl Perry,LIB,7,False
New Hampshire,Middleton, Write-ins,WRI,0,False
New Hampshire,Milton,Chris Sununu,REP,1904,True
New Hampshire,Milton,Dan Feltes,DEM,552,False
New Hampshire,Milton,Darryl Perry,LIB,55,False
New Hampshire,Milton, Write-ins,WRI,0,False
New Hampshire,New Durham,Chris Sununu,REP,1411,True
New Hampshire,New Durham,Dan Feltes,DEM,392,False
New Hampshire,New Durham,Darryl Perry,LIB,28,False
New Hampshire,New Durham, Write-ins,WRI,2,False
New Hampshire,Rochester,Chris Sununu,REP,11705,True
New Hampshire,Rochester,Dan Feltes,DEM,4682,False
New Hampshire,Rochester,Darryl Perry,LIB,307,False
New Hampshire,Rochester, Write-ins,WRI,17,False
New Hampshire,Rollinsford,Chris Sununu,REP,1086,True
New Hampshire,Rollinsford,Dan Feltes,DEM,607,False
New Hampshire,Rollinsford,Darryl Perry,LIB,24,False
New Hampshire,Rollinsford, Write-ins,WRI,0,False
New Hampshire,Somersworth,Chris Sununu,REP,3708,True
New Hampshire,Somersworth,Dan Feltes,DEM,2222,False
New Hampshire,Somersworth,Darryl Perry,LIB,92,False
New Hampshire,Somersworth, Write-ins,WRI,0,False
New Hampshire,Strafford,Chris Sununu,REP,1898,True
New Hampshire,Strafford,Dan Feltes,DEM,811,False
New Hampshire,Strafford,Darryl Perry,LIB,39,False
New Hampshire,Strafford, Write-ins,WRI,2,False
New Hampshire,Acworth,Chris Sununu,REP,325,True
New Hampshire,Acworth,Dan Feltes,DEM,229,False
New Hampshire,Acworth,Darryl Perry,LIB,8,False
New Hampshire,Acworth, Write-ins,WRI,0,False
New Hampshire,Charlestown,Chris Sununu,REP,1692,True
New Hampshire,Charlestown,Dan Feltes,DEM,712,False
New Hampshire,Charlestown,Darryl Perry,LIB,52,False
